"y","w","aide","exp","fem","wh","fl","lad","deg","age","urb"
0.70402544622117,0,1,36,1,1,0,1,2,6,0
0.242300370460507,1,0,8,0,1,0,1,1,5,0
0.262410907703355,0,0,15,1,0,1,1,2,5,0
0.188070795884242,0,0,2,0,0,0,4,1,5,0
0.205991154616935,1,0,8,1,0,1,1,1,5,0
0.204912440678643,0,1,1,0,0,1,4,1,5,1
0.794226073072227,1,0,6,0,1,0,6,1,6,0
0.526292663860804,0,0,5,1,0,1,1,1,5,0
0.0548115420090348,0,1,16,0,0,1,3,2,6,1
0.658705611590336,0,0,10,1,1,0,1,1,5,0
0.886661468802298,1,0,4,1,1,1,1,1,5,0
0.519874560209597,1,0,7,1,1,0,1,2,5,0
0.366520062019947,1,0,23,1,1,1,4,2,6,0
0.686448716908683,1,0,17,0,1,0,1,2,5,0
0.94760594779902,1,0,12,0,1,0,1,4,6,0
0.738626606585419,0,0,0,0,0,1,5,1,6,1
0.924944200761887,1,0,1,1,1,0,4,2,5,0
0.724754994306386,0,0,4,1,1,0,1,2,5,0
0.370237431625553,0,0,9,0,1,0,1,1,6,0
0.216238068197182,0,1,10,1,0,1,1,2,6,1
0.895590738787786,1,0,0,0,1,0,5,1,5,0
0.864056797087797,0,1,15,1,1,1,1,2,6,0
0.371187140384491,0,1,10,0,1,1,2,2,6,0
0.563125358667664,0,1,16,1,1,0,1,1,5,0
0.263756937250615,0,1,25,0,0,1,6,2,7,1
0.930077998010991,1,0,18,0,1,0,1,2,5,0
0.785025484980058,0,0,7,0,1,0,1,1,6,0
0.294812168449358,0,0,1,1,0,0,4,1,6,1
0.468267691597051,0,0,10,0,0,1,1,1,5,0
0.169584321077791,1,0,4,1,1,1,1,1,6,0
0.931696096193541,0,0,12,1,0,0,1,1,5,1
0.523038887837298,0,1,8,0,1,0,1,2,5,0
0.706404520038819,1,0,14,1,1,0,1,2,5,0
0.360881976889074,0,0,11,0,1,0,1,2,6,0
0.461209930625036,1,0,13,1,1,0,1,2,5,0
0.611011826184449,0,1,0,0,1,0,6,1,5,0
0.0778269025543405,0,1,7,1,1,1,1,1,5,0
0.0525611730584968,0,0,15,0,1,0,1,2,6,0
0.925646713477492,1,0,14,1,1,0,1,2,5,0
0.590116592083,0,1,19,1,1,0,1,2,6,0
0.646943355453349,0,0,23,0,1,0,1,1,5,0
0.713449038395092,0,0,5,1,1,0,1,2,6,0
0.0903929168617236,0,0,5,1,1,1,1,1,7,0
0.445191853589597,0,1,13,1,0,1,2,2,6,1
0.122192597399866,0,1,13,0,0,0,1,1,5,0
0.495214149007448,1,0,5,1,1,0,1,2,5,0
0.580979902592623,0,0,1,1,0,1,4,1,5,0
0.807031839172668,1,0,5,1,0,0,4,1,5,0
0.449154498815886,0,0,8,1,1,1,1,2,5,0
0.10805328329395,0,1,18,0,0,1,1,2,5,0
0.88416523199601,0,1,10,1,0,1,1,1,5,1
0.326493484642264,0,1,22,0,0,1,1,2,5,1
0.378774603709883,0,1,4,0,1,0,1,2,5,0
0.155717489220222,0,1,9,0,0,1,1,1,6,0
0.867237286907184,0,0,13,1,1,1,1,2,6,0
0.823483759077974,1,0,12,0,1,0,3,1,5,0
0.432365388833305,1,0,2,1,0,1,4,1,5,1
0.259861785807332,1,0,20,1,1,0,1,2,5,0
0.383023312914288,0,1,8,1,1,1,4,2,5,0
0.935432098765432,1,0,2,1,0,0,4,1,6,1
0.196795297037574,0,0,19,0,1,0,1,2,5,0
0.888689064190295,0,1,4,0,1,0,1,2,6,0
0.969814313676841,0,0,9,1,1,0,1,2,5,0
0.332013416961933,0,0,11,0,0,1,1,2,5,1
0.131503331447618,0,0,19,1,0,0,1,2,7,1
0.638873655841288,0,0,11,0,1,0,1,1,5,0
0.107665813223051,0,0,5,0,0,1,1,1,7,1
0.168152865285176,0,1,5,0,1,1,1,2,6,0
0.761887035084082,0,1,8,1,1,0,1,2,6,0
0.380259790011456,0,1,6,0,0,1,1,1,5,1
0.772824273125238,0,1,11,0,1,0,1,1,5,0
0.661263531723498,0,0,13,0,1,1,1,2,6,0
0.584701597951144,0,0,33,1,1,1,1,2,5,0
0.751724763226252,0,1,33,0,1,0,1,1,6,0
0.786826446823555,0,0,19,1,1,0,1,2,5,0
0.175439434368072,1,0,28,0,0,1,6,1,6,0
0.2191878712492,0,0,0,0,0,1,5,1,6,1
0.459998016999721,0,1,5,0,1,0,1,2,5,0
0.0953285576343658,0,0,9,1,0,1,1,2,6,1
0.374477779643977,0,0,9,0,0,1,1,2,6,1
0.480319263044987,1,0,4,1,1,0,1,2,5,0
0.712217024357853,0,1,12,0,1,0,1,1,5,0
0.514730417121104,0,1,11,0,0,1,1,1,5,1
0.690231680532646,1,0,8,0,1,0,1,4,6,0
0.612170664214957,1,0,2,0,1,1,1,1,5,0
0.389051404775425,0,1,22,0,0,1,1,2,5,1
0.585787236088201,0,0,11,0,0,1,1,1,5,1
0.316671030026572,0,0,2,1,0,1,5,1,6,1
0.536642029390468,1,0,14,0,0,1,1,1,5,1
0.680732989012376,0,1,7,0,1,0,1,1,5,0
0.64027587740251,1,0,13,0,0,0,1,2,5,1
0.601150170207524,0,1,8,0,1,0,1,1,5,0
0.397926498093064,0,0,2,1,0,1,4,1,6,1
0.417964870849595,0,0,15,0,0,1,1,2,5,0
0.156960964199002,0,1,6,0,0,1,1,2,6,1
0.326148202229974,1,0,20,1,1,0,1,1,5,0
0.404172893587999,1,0,11,1,0,0,1,1,5,0
0.0544407788984734,1,0,20,1,1,0,1,1,5,0
0.774859660104658,0,1,17,1,1,0,6,1,6,0
0.321663959828128,0,1,12,1,0,1,1,1,6,0
0.251356041691079,0,0,6,1,0,1,1,1,5,0
0.824226494686461,0,0,11,1,1,0,1,1,5,0
0.244146423538814,1,0,12,1,1,1,1,2,5,0
0.585787236088201,0,0,6,1,1,0,1,1,5,0
0.314269880328938,0,0,12,0,1,0,1,2,5,0
0.25735364810168,0,1,4,0,0,0,5,1,5,0
0.795280397642602,0,0,13,1,1,1,1,2,7,0
0.373714103044812,0,0,23,0,0,1,1,2,6,0
0.226238068197182,0,1,14,0,1,1,1,1,7,0
0.097888074656956,1,0,2,0,1,1,1,1,5,0
0.615866105417497,1,0,11,1,1,1,1,1,5,0
0.771516664713712,1,0,1,1,0,1,4,1,5,1
0.372713488476662,0,0,5,1,1,0,1,1,5,0
0.385636151989877,1,0,14,1,1,0,1,1,5,0
0.432365388833305,0,1,17,0,0,0,1,1,5,0
0.740549416875777,1,0,7,0,1,0,1,1,7,0
0.150942345769149,0,1,0,1,0,1,5,1,5,1
0.577730245861989,1,0,17,0,1,1,1,2,5,0
0.0786033402629405,0,0,2,0,0,1,4,1,5,0
0.620405553602601,0,0,0,0,1,0,5,1,5,0
0.232530290222598,1,0,23,1,1,1,1,1,5,0
0.727312553894042,0,1,27,0,1,0,2,1,6,0
0.799978312622165,0,0,5,1,0,0,1,1,5,0
0.482938325686764,1,0,13,1,0,1,2,1,5,0
0.798019493493656,1,0,17,1,1,0,1,2,6,0
0.582127123162859,1,0,0,0,1,0,4,1,6,0
0.899254061394891,0,0,20,0,1,0,1,1,6,0
0.427805656710117,1,0,4,1,0,1,1,1,6,0
0.0180747561880209,0,1,2,1,0,1,5,1,6,0
0.364768843778796,0,0,2,0,0,0,1,1,6,0
0.293948634283671,0,1,17,1,1,0,1,1,5,0
0.640303818086488,0,1,38,1,1,0,1,2,5,0
0.338758228446296,0,0,14,0,0,0,1,1,5,1
0.825179987320816,1,0,4,0,1,1,1,1,5,0
0.933608850190338,0,1,3,0,1,0,4,1,6,0
0.960692367552106,1,0,15,1,1,0,1,1,5,0
0.831386627968116,0,0,6,1,1,0,1,2,5,0
0.90546070204219,0,0,10,1,1,0,1,2,5,0
0.191754113974443,0,1,22,0,0,1,1,2,5,1
0.265708650324035,0,1,17,1,0,1,5,1,6,1
0.653604442679317,0,0,26,1,0,1,1,1,6,1
0.0920583843354996,1,0,4,0,1,0,1,1,6,0
0.752915431047174,0,0,16,1,1,0,1,1,5,0
0.0217838589786347,0,0,8,0,1,0,1,1,5,0
0.46189079076643,0,0,6,0,0,1,1,1,5,1
0.482261281318635,0,1,8,1,1,1,1,2,5,0
0.428040583599951,0,1,8,0,0,1,6,1,7,0
0.801059553103846,0,0,15,1,1,1,1,2,5,0
0.835714195577909,0,0,10,0,0,0,1,1,5,1
0.31011803997873,0,0,1,0,0,0,5,1,6,0
0.403655640777045,0,1,14,0,0,1,1,1,6,1
0.870568910761983,1,0,15,0,1,0,1,1,6,0
0.869393561498041,0,0,5,1,1,1,1,1,6,0
0.606853759738484,1,0,8,1,1,0,1,2,5,0
0.68265643939478,0,0,22,1,1,1,6,2,6,0
0.625330268872708,0,1,16,1,1,0,1,2,6,0
0.519874560209597,1,0,10,1,1,1,1,3,6,0
0.563802523217628,0,1,14,1,1,0,1,2,5,0
0.750939330487731,0,0,23,1,1,0,1,1,6,0
0.267753140501579,0,1,9,1,1,1,1,2,5,0
0.417964870849595,0,1,12,1,1,0,1,2,5,0
0.360837014456033,1,0,1,0,0,1,5,1,6,1
0.218399778865423,1,0,6,1,0,1,1,1,5,1
0.827450840094692,1,0,9,0,0,1,1,2,6,1
0.144269853910751,1,0,27,1,1,0,1,1,5,0
0.289234561683266,0,0,23,0,1,0,1,1,5,0
0.563819541436904,1,0,5,1,1,1,1,1,5,0
0.642369844950397,1,0,33,0,0,1,2,2,7,1
0.171802126617572,0,1,1,1,0,1,4,1,5,1
0.0989146078016038,1,0,6,0,0,1,1,1,5,1
0.766333940843332,0,1,7,0,1,1,1,2,5,0
0.765300890246944,1,0,1,1,1,0,4,1,6,0
0.881672982445242,1,0,8,1,1,0,1,1,6,0
0.25190162141667,0,1,31,1,1,0,1,1,7,0
0.477325219136831,0,0,14,1,1,0,6,2,6,0
0.284029967498281,0,0,7,0,0,1,1,1,6,1
0.563802523217628,0,1,8,1,1,0,1,2,5,0
0.550355137322769,0,0,13,0,1,1,1,4,5,0
0.469216033646682,1,0,7,1,0,1,1,1,5,0
0.789490939791905,0,1,10,1,1,0,1,1,5,0
0.361154837154231,0,1,6,1,0,1,1,1,5,1
0.216541226876264,1,0,13,0,1,0,1,2,5,0
0.670486075432129,1,0,9,1,1,1,1,2,5,0
0.0502337536693017,0,1,5,1,1,1,1,2,5,0
0.379051404775425,0,1,13,1,1,0,1,2,5,0
0.471956182632537,0,1,32,0,0,1,1,2,6,1
0.34148619861851,0,0,8,1,1,1,1,1,5,0
0.226773534370334,0,0,8,0,0,1,1,2,5,0
0.167078135203514,0,1,33,0,0,1,2,2,6,1
0.729340785064589,0,0,19,1,1,1,1,1,6,0
0.622960979962684,0,0,11,1,1,1,2,2,5,0
0.16431858739551,0,1,4,1,0,1,1,2,5,1
0.249965415401103,0,1,5,0,1,0,1,2,6,0
0.667072220269267,0,0,8,0,1,0,1,1,5,0
0.756619134750878,0,1,20,1,0,1,1,1,5,1
0.790488629296125,0,0,8,0,1,1,1,1,6,0
0.576809833277749,0,1,5,1,1,0,1,2,5,0
0.995773457311919,1,0,18,1,1,0,1,1,6,0
0.811880815674115,0,1,9,0,0,0,1,2,6,0
0.242573875750738,0,1,7,0,1,0,1,1,6,0
0.616627843396678,1,0,8,0,1,0,1,2,6,0
0.739287396767712,0,1,6,1,1,0,1,1,6,0
0.89546070204219,0,1,10,1,1,1,1,2,5,0
0.563890796775521,0,1,10,0,0,0,1,2,5,0
0.434227249351853,0,1,11,0,0,1,2,2,5,1
0.668849825724447,0,0,5,0,0,1,1,1,6,0
0.56735400168502,1,0,29,0,1,1,6,1,5,0
0.327235537865459,0,0,16,0,1,0,1,1,5,0
0.233892699914211,0,1,31,0,1,1,6,1,6,0
0.825179987320816,1,0,12,0,1,0,1,1,5,0
0.54990550703214,0,1,3,1,1,0,1,1,5,0
0.152927074944034,0,0,1,0,0,1,4,1,6,1
0.399952468084211,1,0,5,1,0,1,1,1,5,1
0.733366345680976,0,0,24,0,1,0,1,2,5,0
0.95774547890959,0,1,9,0,1,0,1,1,6,0
0.568526382427049,0,0,5,0,1,0,1,2,5,0
0.585787236088201,1,0,6,1,1,0,1,2,5,0
0.210040504938101,1,0,14,0,0,1,1,2,5,1
0.86077664848107,0,1,13,0,1,1,1,2,6,0
0.746510513848491,0,0,22,1,1,0,6,2,5,0
0.143275105234219,0,0,8,1,1,1,1,2,6,0
0.666248764380508,1,0,10,1,1,0,1,1,5,0
0.382478988329653,0,0,12,0,1,1,1,2,6,0
0.152350717818198,0,0,13,0,1,1,1,2,6,1
0.77338241098065,0,0,22,0,1,0,1,2,7,0
0.0822879758373398,0,0,32,1,1,1,1,1,5,0
0.029010889171398,0,1,29,0,1,1,1,2,6,0
0.0190801778475915,0,1,9,0,0,1,1,2,5,0
0.327346563188477,0,0,9,0,0,1,1,2,5,0
0.188323673718336,1,0,8,0,1,1,1,4,5,0
0.168999185768067,0,1,22,1,0,1,1,2,5,1
0.58847098660273,0,0,2,0,1,0,1,1,5,0
0.892297305823711,0,0,11,1,0,1,1,1,5,1
0.379384529596522,0,0,12,0,1,1,6,1,7,0
0.344393337119061,0,0,0,0,0,1,5,1,5,1
0.503989676380364,0,0,14,1,1,1,5,1,5,0
0.508136926671148,0,1,11,1,1,1,1,2,5,0
0.698240613192846,0,1,6,0,1,1,1,1,7,0
0.743779628578039,0,1,20,1,0,1,1,1,5,1
0.449751103419474,0,1,1,0,0,1,4,1,5,0
0.635010170387797,0,0,0,0,1,0,5,1,6,0
0.586853759738484,0,1,7,1,0,1,1,1,5,1
0.87517743345682,1,0,7,0,1,0,1,1,6,0
0.172400288346012,0,0,30,0,0,1,1,1,6,1
0.109787574693783,1,0,4,0,0,1,1,1,6,1
0.121884258847166,1,0,8,0,1,0,6,1,7,0
0.710214980469091,0,1,4,0,0,1,1,1,6,0
0.55884647185374,0,0,14,0,0,1,1,1,6,1
0.54565437506948,0,0,7,0,0,1,1,2,5,1
0.394236469778775,0,1,15,0,0,1,1,2,6,0
0.213814000582882,0,1,7,0,0,0,1,1,5,0
0.569374964321018,0,0,0,1,0,1,5,1,5,1
0.628670939130905,1,0,21,1,1,0,1,1,5,0
0.861309651502724,0,0,0,0,0,1,5,1,6,1
0.384319004654042,0,1,12,1,0,0,1,2,5,0
0.693140151120163,0,0,1,0,1,0,4,1,6,0
0.647602762980389,1,0,12,0,1,1,1,2,6,0
0.892297305823711,0,1,20,1,1,1,1,2,5,0
0.384076663739233,0,0,4,0,0,1,6,1,5,0
0.974562703370199,0,1,5,0,1,0,1,2,5,0
0.170119791244152,0,1,10,1,0,1,1,2,5,1
0.337112961911372,0,1,11,0,1,1,1,2,5,0
0.0744462250148822,0,1,22,0,0,1,1,2,8,0
0.870775923972971,0,0,12,1,0,1,1,1,5,1
0.055474759442052,0,0,25,0,0,0,6,1,5,0
0.12202737742204,0,1,9,0,0,1,1,1,5,1
0.271802126617572,0,0,0,0,0,0,1,1,5,0
0.671589705224004,0,1,1,1,0,0,4,1,5,0
0.209805155199817,1,0,1,0,1,0,4,1,5,0
0.236474168897637,0,1,19,0,1,0,3,2,6,0
0.610285852494825,0,1,9,1,1,1,1,2,6,0
0.837929837844659,1,0,5,0,1,0,1,1,6,0
0.530835827474228,1,0,13,1,0,1,1,2,6,0
0.858510766790153,1,0,3,1,0,1,1,1,6,0
0.341767333976306,0,1,8,1,0,0,1,1,5,0
0.326148202229974,1,0,1,1,0,1,4,1,5,1
0.224269880328938,0,0,2,0,1,1,4,1,5,0
0.465119916441007,0,1,9,1,1,0,1,1,7,0
0.488781727727821,1,0,1,0,1,0,4,1,5,0
0.858362762860208,0,1,17,0,0,0,1,1,5,0
0.710897150223136,0,1,18,0,0,1,1,2,7,0
0.408088327639719,0,1,13,1,1,0,1,2,5,0
0.52356715926323,0,0,9,1,1,1,1,1,6,0
0.29528400469911,0,1,9,1,1,1,1,1,5,1
0.267753140501579,0,1,8,0,1,0,1,1,5,0
0.39277771846924,0,1,19,1,0,1,1,2,5,0
0.32864669244567,0,1,13,1,1,1,1,1,5,0
0.631433949565693,0,1,9,1,1,1,1,2,5,0
0.43905128459359,0,0,10,0,1,1,1,1,6,0
0.971970110777607,0,0,14,1,1,0,5,1,5,0
0.599322895540953,0,1,10,1,0,1,1,2,6,0
0.0830808685896511,0,0,7,1,1,1,1,2,6,0
0.366946180544,0,0,16,1,1,1,1,1,5,0
0.0163072520015153,0,1,7,0,1,1,1,1,7,0
0.362172496987943,1,0,1,0,0,0,4,1,6,1
0.484730296939269,0,1,7,0,0,0,1,1,5,0
0.359378846078662,0,1,12,1,0,1,1,1,6,0
0.695495735047126,1,0,4,0,1,0,1,1,5,0
0.6499145085308,0,0,19,0,0,0,1,2,5,0
0.898316981826976,1,0,3,0,1,1,1,1,5,0
0.531421660973052,0,1,9,1,1,0,1,1,5,0
0.239086077234856,0,0,11,0,0,1,1,2,5,1
0.139284978171974,1,0,1,1,0,1,5,1,5,0
0.552199238969214,0,0,2,0,1,1,4,1,6,0
0.659745334691388,0,0,0,0,1,1,5,1,5,0
0.524977330701351,0,0,0,0,1,1,5,1,6,0
0.695856265283243,1,0,10,0,1,0,2,2,6,0
0.341137499025342,1,0,18,1,0,0,1,1,6,0
0.523021807924897,0,1,7,1,0,1,1,1,6,0
0.19958924853303,1,0,3,1,0,0,4,1,6,0
0.68363616160406,0,0,2,0,0,1,5,1,5,0
0.531677287736345,0,0,15,1,0,1,1,2,6,1
0.323125358667664,1,0,3,1,0,1,1,1,5,0
0.304075906945618,0,1,10,0,0,1,1,1,6,1
0.337405424407128,0,0,13,1,1,0,1,2,5,0
0.261232584900955,0,1,10,1,1,1,1,2,5,0
0.259616216611977,0,1,2,1,0,0,5,1,5,0
0.502078050154973,0,1,17,0,0,1,5,1,5,1
0.529421654963961,0,0,3,0,0,0,5,2,5,1
0.157737396681179,0,1,3,0,1,0,1,1,5,0
0.87715908294478,0,1,23,0,0,1,3,2,6,1
0.0728925156544781,0,1,2,0,0,1,4,1,6,0
0.959747888555384,0,0,10,0,1,0,1,1,6,0
0.252378739930987,1,0,14,0,0,1,1,1,7,1
0.556301013433325,0,0,11,1,1,1,2,2,5,0
0.101054389326524,0,1,21,0,0,1,1,2,6,0
0.201553830946222,0,1,3,1,1,0,4,1,5,0
0.260992371458016,0,1,5,0,1,0,1,2,5,0
0.185059745394782,0,1,11,0,1,0,1,2,5,0
0.271802126617572,1,0,12,0,1,1,1,2,6,0
0.39823886659138,0,0,5,1,1,0,1,2,5,0
0.777427117228367,0,1,14,0,1,1,1,2,5,0
0.143275105234219,0,1,6,0,0,1,1,1,5,1
0.791943009773788,1,0,11,0,0,0,1,1,5,0
0.0818775707645668,0,0,8,1,1,1,1,1,5,0
0.483599956734539,0,1,18,1,1,0,1,1,5,0
0.681934140608978,0,0,9,1,1,1,1,2,6,0
0.673664477680267,0,1,15,0,1,0,1,2,6,0
0.690231680532646,0,0,16,1,1,0,1,1,6,0
0.450839560254665,0,1,1,0,0,1,4,1,5,1
0.209805155199817,0,0,15,0,1,0,1,1,6,0
0.651589705224004,0,0,10,1,1,1,1,1,5,0
0.519166335716911,0,1,12,1,1,0,1,2,5,0
0.795214149007448,0,1,20,0,0,0,1,1,5,1
0.321821920928523,0,0,12,1,1,1,6,1,7,0
0.339593368136675,1,0,8,1,1,0,1,1,5,0
0.883121602985317,0,0,1,0,1,1,4,1,5,0
0.24036287361791,1,0,23,0,1,0,3,1,6,0
0.602761378200506,1,0,7,1,1,0,1,1,5,0
0.651016618143251,1,0,9,0,0,1,5,1,5,1
0.182943635584108,0,1,2,0,0,1,4,1,6,0
0.250131019294924,1,0,8,1,0,1,6,1,6,0
0.122665047786186,0,0,4,0,0,1,1,1,6,1
0.312547284040754,1,0,15,0,1,0,1,2,5,0
0.86567381448131,0,0,8,0,1,1,1,1,6,0
0.704086730282975,0,0,21,1,0,0,1,1,7,0
0.679402425870342,0,0,4,1,1,1,1,1,5,0
0.312053818716447,0,0,37,1,0,1,1,1,6,1
0.713273512824904,1,0,16,0,0,0,1,1,5,0
0.586853759738484,0,0,13,1,1,0,1,2,5,0
0.326148202229974,0,0,4,0,1,1,1,1,5,0
0.709911726442107,1,0,9,0,1,1,1,2,5,0
0.357238642065445,0,0,13,1,0,0,1,4,5,0
0.776819087279053,0,1,1,1,0,1,4,1,5,0
0.210985671320708,0,0,9,1,0,0,1,1,5,1
0.904439246580076,0,0,4,0,1,1,1,1,5,0
0.934642984836057,1,0,12,0,0,1,1,1,5,0
0.337983263952202,0,0,19,1,1,0,1,2,6,1
0.200448518608655,0,0,11,0,1,0,1,1,5,0
0.472824273125239,1,0,1,1,0,1,5,1,5,1
0.733405232116192,0,1,8,1,1,0,1,2,6,0
0.707244527126417,0,1,17,0,1,0,1,1,6,0
0.58847098660273,1,0,11,0,1,0,1,1,5,0
0.906825306689021,0,0,13,0,1,0,1,2,5,0
0.352439960493844,1,0,22,0,1,0,1,1,6,0
0.910365172506002,1,0,14,1,1,1,1,2,5,0
0.638910232483067,0,1,6,0,1,1,1,1,6,0
0.601150170207524,1,0,6,1,1,1,1,2,5,0
0.728299079594813,0,1,16,1,1,1,1,2,7,0
0.131575313449249,0,0,11,0,1,0,1,1,5,0
0.985880467146793,0,0,12,1,1,0,1,2,5,0
0.474384623936015,1,0,6,0,1,1,1,2,6,0
0.0429300296933696,0,0,11,0,1,1,1,1,5,0
0.0449031334100989,0,1,6,0,1,1,1,2,6,0
0.908115849279961,1,0,4,0,1,0,1,1,6,0
0.625495735047126,0,1,15,0,0,1,1,2,5,0
0.616149746414076,0,1,4,1,0,1,1,1,6,0
0.364078791211102,0,1,5,1,1,1,1,2,5,0
0.181802126617572,1,0,9,0,0,1,1,1,5,1
0.566426515472548,0,0,17,0,1,0,1,1,7,0
0.185059745394782,1,0,1,0,1,0,4,1,5,0
0.389051404775425,0,1,1,0,0,1,4,1,5,1
0.732038944923669,0,0,10,0,0,1,2,1,6,0
0.648140396419783,0,1,3,1,1,1,1,1,5,0
0.946077985992807,1,0,12,1,0,0,1,1,5,0
0.665964864840504,1,0,8,1,1,0,1,2,5,0
0.40791369274107,0,0,13,0,1,0,1,2,6,0
0.659745334691388,0,1,21,1,0,0,1,1,5,0
0.781820911439325,0,0,10,0,1,1,1,2,6,0
0.297693380084067,1,0,12,1,1,0,1,2,5,0
0.58502914802075,0,0,10,1,0,1,1,1,5,0
0.0649591508162072,0,0,0,0,0,1,5,1,6,1
0.404483383359022,0,1,8,1,1,1,1,2,5,0
0.428558578846283,0,1,20,1,0,1,1,2,5,0
0.625495735047126,0,0,1,1,0,1,4,1,5,1
0.258766008538873,0,1,3,1,1,1,1,1,5,0
0.348639992308363,1,0,20,0,1,0,1,2,6,0
0.779287862536017,1,0,6,0,1,0,1,1,6,0
0.631640121503835,0,1,9,1,1,1,1,1,5,0
0.46277968566441,0,0,9,0,0,0,1,1,5,1
0.0691226425581905,0,1,6,0,0,1,1,1,5,1
0.462794197621001,0,0,0,1,0,1,5,1,5,1
0.987901234567901,1,0,14,1,1,0,1,1,5,0
0.385788499810305,0,0,17,1,1,1,1,1,6,0
0.19958924853303,0,0,12,0,0,1,1,1,5,1
0.198200216928212,0,1,22,1,0,1,1,2,5,1
0.291683768818838,0,0,5,0,0,1,1,1,7,1
0.905229800538981,0,1,19,1,1,1,1,2,6,0
0.187485255171506,1,0,11,0,1,0,1,2,5,0
0.789490939791905,1,0,2,1,1,0,4,1,5,0
0.308447130508459,0,1,13,0,1,1,1,1,5,0
0.503925980007752,0,0,8,0,1,0,1,1,5,0
0.805090331671819,0,0,6,1,0,1,1,2,5,0
0.794226073072227,0,1,7,0,1,1,1,1,5,1
0.280494305264553,0,0,0,0,0,1,5,2,7,1
0.144083136057697,0,1,4,0,0,1,1,2,6,1
0.726430438217357,1,0,11,0,1,0,2,2,7,0
0.417367022909119,0,0,12,0,1,1,1,1,5,0
0.888240066073652,0,1,16,0,1,1,1,2,6,0
0.482261281318635,1,0,15,1,1,0,1,1,5,0
0.159086077234856,0,1,12,0,0,1,1,4,5,0
0.87314890002655,0,0,0,0,0,1,5,1,5,1
0.391800744526469,0,1,9,0,1,0,1,2,5,0
0.867237286907184,0,0,8,1,1,0,6,1,5,1
0.629100663816114,0,0,9,0,1,0,1,1,6,0
0.640446295244705,0,0,17,1,1,0,1,2,5,0
0.21200102755469,1,0,14,0,1,0,1,1,6,0
0.505382373531153,0,1,17,1,1,0,1,1,6,0
0.134109370764877,1,0,8,1,0,1,1,1,6,1
0.917065640313795,0,0,15,1,1,0,3,2,5,0
0.29528400469911,0,1,6,0,0,1,1,1,5,1
0.514378669165869,0,0,15,1,1,0,1,3,6,0
